ydID,ydID2,Longitude,Latitude,Sample_end_latest,SS
CBSSYF080628001,CBSSYF2008001,128.1212,42.4416,2013-1-1,CBSS
CBSSYF080629002,CBSSYF2008002,128.4899,42.3932,2013-1-1,CBSS
CBSSYF080630003,CBSSYF2008003,128.0986,42.4039,2013-1-1,CBSS
CBSSYF080701004,CBSSYF2008004,128.5144,42.0403,2013-1-1,CBSS
CBSSYF080704005,CBSSYF2008005,128.2135,42.1989,2013-1-1,CBSS
CBSSYF080704006,CBSSYF2008006,128.1891,42.1686,2013-1-1,CBSS
CBSSYF080705007,CBSSYF2008007,128.2509,42.0766,2013-1-1,CBSS
CBSSYF080707008,CBSSYF2008008,128.1723,42.2454,2013-1-1,CBSS
CBSSYF080708009,CBSSYF2008009,128.1053,42.5991,2013-1-1,CBSS
CBSSYF080709010,CBSSYF2008010,128.0743,42.5396,2013-1-1,CBSS
CBSSYF080713012,CBSSYF2008012,128.4363,42.0349,2013-1-1,CBSS
CBSSYF080713013,CBSSYF2008013,128.3652,42.0453,2013-1-1,CBSS
CBSSYF080714014,CBSSYF2008014,128.3654,42.2436,2013-1-1,CBSS
CBSSYF080715015,CBSSYF2008015,128.0458,42.4385,2013-1-1,CBSS
CBSSYF080729016,CBSSYF2008016,128.0808,42.4148,2013-1-1,CBSS
CBSSYF080730017,CBSSYF2008017,128.1,42.3913,2013-1-1,CBSS
CBSSYF080730018,CBSSYF2008018,128.0858,42.3846,2013-1-1,CBSS
CBSSYF080731019,CBSSYF2008019,128.0721,42.0992,2013-1-1,CBSS
CBSSYF080802020,CBSSYF2008020,128.1386,42.1822,2013-1-1,CBSS
CBSSYF080802021,CBSSYF2008021,128.1412,42.1815,2013-1-1,CBSS
CBSSYF080803022,CBSSYF2008022,128.0674,42.0609,2013-1-1,CBSS
CBSSYF080804023,CBSSYF2008023,128.1186,42.3153,2013-1-1,CBSS
CBSSYF080805025,CBSSYF2008025,128.0615,42.0536,2013-1-1,CBSS
CBSSYF080805026,CBSSYF2008026,128.0561,42.0639,2013-1-1,CBSS
CBSSYF080805027,CBSSYF2008027,128.0686,42.0785,2013-1-1,CBSS
CBSSYF080808028,CBSSYF2008028,128.0619,42.0425,2013-1-1,CBSS
CBSSYF080811035,CBSSYF2008035,128.1499,42.2371,2013-1-1,CBSS
CBSSYF080814036,CBSSYF2008036,128.1167,42.2336,2013-1-1,CBSS
CBSSYF080829041,CBSSYF2008041,128.8581,42.0135,2013-1-1,CBSS
CBSSYF080830042,CBSSYF2008042,127.6933,42.1989,2013-1-1,CBSS
CBSSYF080830043,CBSSYF2008043,128.0001,41.9596,2013-1-1,CBSS
CBSSYF080902045,CBSSYF2008045,127.9068,41.9726,2013-1-1,CBSS
CBSSYF080908046,CBSSYF2008046,127.9007,42.2244,2013-1-1,CBSS
CBSSYF090710047,CBSSYF2009047,127.8904,42.2613,2013-1-1,CBSS
CBSSYF090711048,CBSSYF2009048,127.8241,42.2917,2013-1-1,CBSS
CBSSYF090711049,CBSSYF2009049,127.8399,42.3086,2013-1-1,CBSS
CBSSYF090711050,CBSSYF2009050,127.9057,42.3477,2013-1-1,CBSS
CBSSYF090712051,CBSSYF2009051,128.0145,42.3791,2013-1-1,CBSS
CBSSYF090712052,CBSSYF2009052,127.9861,42.3601,2013-1-1,CBSS
CBSSYF090713053,CBSSYF2009053,127.9042,42.1814,2013-1-1,CBSS
CBSSYF090713054,CBSSYF2009054,127.913,42.2165,2013-1-1,CBSS
CBSSYF090716055,CBSSYF2009055,127.8817,42.2794,2013-1-1,CBSS
CBSSYF090716056,CBSSYF2009056,127.8449,42.3129,2013-1-1,CBSS
CBSSYF090717057,CBSSYF2009057,128.094,42.3468,2013-1-1,CBSS
CBSSYF090717058,CBSSYF2009058,128.094,42.3456,2013-1-1,CBSS
CBSSYF090718059,CBSSYF2009059,128.1228,42.3078,2013-1-1,CBSS
CBSSYF090718060,CBSSYF2009060,128.1087,42.306,2013-1-1,CBSS
CBSSYF090719061,CBSSYF2009061,128.1403,42.2641,2013-1-1,CBSS
CBSSYF090719062,CBSSYF2009062,128.1491,42.2652,2013-1-1,CBSS
CBSSYF090720063,CBSSYF2009063,128.1595,42.238,2013-1-1,CBSS
CBSSYF090720064,CBSSYF2009064,128.1613,42.2369,2013-1-1,CBSS
CBSSYF090721065,CBSSYF2009065,128.1429,42.1826,2013-1-1,CBSS
CBSSYF090803066,CBSSYF2009066,128.1592,42.1841,2013-1-1,CBSS
CBSSYF090804067,CBSSYF2009067,128.1884,42.171,2013-1-1,CBSS
CBSSYF090804068,CBSSYF2009068,128.2186,42.1208,2013-1-1,CBSS
CBSSYF090805069,CBSSYF2009069,127.8645,42.1422,2013-1-1,CBSS
CBSSYF090805070,CBSSYF2009070,127.8451,42.1221,2013-1-1,CBSS
CBSSYF090806071,CBSSYF2009071,127.8056,42.0823,2013-1-1,CBSS
CBSSYF090807072,CBSSYF2009072,128.1024,42.388,2013-1-1,CBSS
CBSSYF090807073,CBSSYF2009073,128.071,42.4205,2013-1-1,CBSS
CBSSYF090809074,CBSSYF2009074,127.7474,41.8637,2013-1-1,CBSS
CBSSYF090809075,CBSSYF2009075,127.7847,41.8496,2013-1-1,CBSS
CBSSYF090810076,CBSSYF2009076,127.9491,41.7609,2013-1-1,CBSS
CBSSYF090810077,CBSSYF2009077,127.9381,41.7603,2013-1-1,CBSS
CBSSYF090811078,CBSSYF2009078,127.9431,41.7763,2013-1-1,CBSS
CBSSYF090811079,CBSSYF2009079,127.9428,41.7783,2013-1-1,CBSS
CBSSYF090812080,CBSSYF2009080,127.9348,41.8255,2013-1-1,CBSS
CBSSYF090812081,CBSSYF2009081,127.8895,41.8472,2013-1-1,CBSS
CBSSYF090814082,CBSSYF2009082,127.7569,41.8568,2013-1-1,CBSS
CBSSYF090814083,CBSSYF2009083,127.81,41.8511,2013-1-1,CBSS
CBSSYF090814084,CBSSYF2009084,127.8199,41.8556,2013-1-1,CBSS
CBSSYF090815085,CBSSYF2009085,127.7209,41.8643,2013-1-1,CBSS
CBSSYF090816086,CBSSYF2009086,128.0758,41.7071,2013-1-1,CBSS
CBSSYF090816087,CBSSYF2009087,128.0386,41.7331,2013-1-1,CBSS
CBSSYF090902088,CBSSYF2009088,128.1079,41.7823,2013-1-1,CBSS
CBSSYF090902089,CBSSYF2009089,128.1236,41.7518,2013-1-1,CBSS
CBSSYF090903090,CBSSYF2009090,128.3078,41.604,2013-1-1,CBSS
CBSSYF090903091,CBSSYF2009091,128.2279,41.6807,2013-1-1,CBSS
CBSSYF090904092,CBSSYF2009092,128.209,41.5643,2013-1-1,CBSS
CBSSYF090904093,CBSSYF2009093,128.1461,41.7477,2013-1-1,CBSS
CBSSYF090905094,CBSSYF2009094,128.0677,41.5634,2013-1-1,CBSS
CBSSYF090905095,CBSSYF2009095,128.1771,41.4351,2013-1-1,CBSS
CBSSYF090907096,CBSSYF2009096,128.1394,41.5901,2013-1-1,CBSS
CBSSYF090907097,CBSSYF2009097,128.0828,41.6992,2013-1-1,CBSS
CBSSYF090908098,CBSSYF2009098,128.0903,41.9227,2013-1-1,CBSS
CBSSYF090908099,CBSSYF2009099,127.9007,42.2244,2013-1-1,CBSS
CBSSYF090909100,CBSSYF2009100,127.9859,41.4238,2013-1-1,CBSS
CBSSYF090910101,CBSSYF2009101,127.992,41.7584,2013-1-1,CBSS
CBSSYF100727102,CBSSYF2010102,126.5556,42.4544,2013-1-1,CBSS
CBSSYF100727103,CBSSYF2010103,126.5754,42.4381,2013-1-1,CBSS
CBSSYF100729104,CBSSYF2010104,126.6646,42.1856,2013-1-1,CBSS
CBSSYF100729105,CBSSYF2010105,126.6713,42.1963,2013-1-1,CBSS
CBSSYF100729106,CBSSYF2010106,126.7001,42.2676,2013-1-1,CBSS
CBSSYF100730107,CBSSYF2010107,126.7678,42.5181,2013-1-1,CBSS
CBSSYF100730108,CBSSYF2010108,126.7692,42.4782,2013-1-1,CBSS
CBSSYF100730109,CBSSYF2010109,126.7777,42.4951,2013-1-1,CBSS
CBSSYF100801110,CBSSYF2010110,127.0176,42.7835,2013-1-1,CBSS
CBSSYF100801111,CBSSYF2010111,126.8816,42.6278,2013-1-1,CBSS
CBSSYF100802112,CBSSYF2010112,126.9094,42.3418,2013-1-1,CBSS
CBSSYF100802113,CBSSYF2010113,126.9093,42.3411,2013-1-1,CBSS
CBSSYF100803114,CBSSYF2010114,127.5365,42.153,2013-1-1,CBSS
CBSSYF100803115,CBSSYF2010115,127.543,42.1313,2013-1-1,CBSS
CBSSYF100803116,CBSSYF2010116,127.5308,42.0946,2013-1-1,CBSS
CBSSYF100804117,CBSSYF2010117,127.6834,42.0736,2013-1-1,CBSS
CBSSYF100804118,CBSSYF2010118,127.693,42.0886,2013-1-1,CBSS
CBSSYF100804119,CBSSYF2010119,127,42.0115,2013-1-1,CBSS
CBSSYF100805120,CBSSYF2010120,127.6881,42.2516,2013-1-1,CBSS
CBSSYF100805121,CBSSYF2010121,127.7816,42.2234,2013-1-1,CBSS
CBSSYF100805122,CBSSYF2010122,127.7309,42.1216,2013-1-1,CBSS
CBSSYF100807123,CBSSYF2010123,127.3812,42.4386,2013-1-1,CBSS
CBSSYF100807124,CBSSYF2010124,127.3949,42.4346,2013-1-1,CBSS
CBSSYF100807125,CBSSYF2010125,127.4108,42.4368,2013-1-1,CBSS
CBSSYF100808126,CBSSYF2010126,127.7376,42.697,2013-1-1,CBSS
CBSSYF100810127,CBSSYF2010127,127.4252,42.4359,2013-1-1,CBSS
CBSSYF100810128,CBSSYF2010128,127.493,42.4216,2013-1-1,CBSS
CBSSYF100810129,CBSSYF2010129,127.451,42.4218,2013-1-1,CBSS
CBSSYF100811130,CBSSYF2010130,127.6093,42.4539,2013-1-1,CBSS
CBSSYF100811131,CBSSYF2010131,127.6734,42.5062,2013-1-1,CBSS
CBSSYF100811132,CBSSYF2010132,127,42.4615,2013-1-1,CBSS
CBSSYF100812133,CBSSYF2010133,127.0201,42.1437,2013-1-1,CBSS
CBSSYF100812134,CBSSYF2010134,127.1342,42.2037,2013-1-1,CBSS
CBSSYF100813135,CBSSYF2010135,127.0216,42.145,2013-1-1,CBSS
CBSSYF100813136,CBSSYF2010136,126.9836,42.1014,2013-1-1,CBSS
CBSSYF100814137,CBSSYF2010137,126.6959,41.9199,2013-1-1,CBSS
CBSSYF100814138,CBSSYF2010138,126.6848,41.9215,2013-1-1,CBSS
CBSSYF100815139,CBSSYF2010139,127.1215,41.5431,2013-1-1,CBSS
CBSSYF100815141,CBSSYF2010141,127.0356,41.6753,2013-1-1,CBSS
CBSSYF100817142,CBSSYF2010142,127.0125,42.7958,2013-1-1,CBSS
CBSSYF100817143,CBSSYF2010143,127.0143,42.8272,2013-1-1,CBSS
CBSSYF100817144,CBSSYF2010144,127.0196,42.8537,2013-1-1,CBSS
CBSSYF100818145,CBSSYF2010145,127.0593,42.913,2013-1-1,CBSS
CBSSYF100818146,CBSSYF2010146,127.0637,42.9066,2013-1-1,CBSS
CBSSYF100818147,CBSSYF2010147,127.041,42.9389,2013-1-1,CBSS
CBSSYF100819148,CBSSYF2010148,127.3173,42.9113,2013-1-1,CBSS
CBSSYF100819149,CBSSYF2010149,127.3225,42.9385,2013-1-1,CBSS
CBSSYF100819150,CBSSYF2010150,127.1634,42.9953,2013-1-1,CBSS
CBSSYF100821151,CBSSYF2010151,127.2839,43.1574,2013-1-1,CBSS
CBSSYF100821152,CBSSYF2010152,127.4205,43.2204,2013-1-1,CBSS
CBSSYF100821153,CBSSYF2010153,127.4225,43.2257,2013-1-1,CBSS
CBSSYF100823154,CBSSYF2010154,127.6986,43.6349,2013-1-1,CBSS
CBSSYF100823155,CBSSYF2010155,127.694,43.6318,2013-1-1,CBSS
CBSSYF100823156,CBSSYF2010156,127.6706,43.6194,2013-1-1,CBSS
CBSSYF100824157,CBSSYF2010157,127.2828,43.5461,2013-1-1,CBSS
CBSSYF100824158,CBSSYF2010158,127.3035,43.3674,2013-1-1,CBSS
CBSSYF100824159,CBSSYF2010159,127.3034,43.367,2013-1-1,CBSS
CBSSYF100824160,CBSSYF2010160,127.2774,43.5541,2013-1-1,CBSS
CBSSYF100825161,CBSSYF2010161,127.6011,43.5921,2013-1-1,CBSS
CBSSYF100825162,CBSSYF2010162,127.6046,43.5959,2013-1-1,CBSS
CBSSYF110725163,CBSSYF2011163,128.0058,43.0661,2013-1-1,CBSS
CBSSYF110725164,CBSSYF2011164,128.0156,43.1039,2013-1-1,CBSS
CBSSYF110726165,CBSSYF2011165,128.9949,43.0439,2013-1-1,CBSS
CBSSYF110726166,CBSSYF2011166,128.1375,43.1992,2013-1-1,CBSS
CBSSYF110727167,CBSSYF2011167,127.9225,42.9203,2013-1-1,CBSS
CBSSYF110727168,CBSSYF2011168,127.8656,42.9386,2013-1-1,CBSS
CBSSYF110730169,CBSSYF2011169,127.8378,43.3672,2013-1-1,CBSS
CBSSYF110725170,CBSSYF2011170,127.8574,42.7679,2013-1-1,CBSS
CBSSYF110726172,CBSSYF2011172,127.9708,42.8275,2013-1-1,CBSS
CBSSYF110727173,CBSSYF2011173,128.2025,42.7886,2013-1-1,CBSS
CBSSYF110727174,CBSSYF2011174,128.0769,42.8394,2013-1-1,CBSS
CBSSYF110729175,CBSSYF2011175,127.9836,43.0014,2013-1-1,CBSS
CBSSYF110730176,CBSSYF2011176,127.945,43.3717,2013-1-1,CBSS
CBSSYF110730177,CBSSYF2011177,127.9208,43.3711,2013-1-1,CBSS
CBSSYF110730178,CBSSYF2011178,127.7811,43.3689,2013-1-1,CBSS
CBSSYF110801179,CBSSYF2011179,128.2686,42.5281,2013-1-1,CBSS
CBSSYF110801180,CBSSYF2011180,128.2097,42.4714,2013-1-1,CBSS
CBSSYF110801181,CBSSYF2011181,128.2458,42.4889,2013-1-1,CBSS
CBSSYF110802182,CBSSYF2011182,128.4203,42.9164,2013-1-1,CBSS
CBSSYF110802183,CBSSYF2011183,128.6372,42.9556,2013-1-1,CBSS
CBSSYF110804184,CBSSYF2011184,128.5889,42.5139,2013-1-1,CBSS
CBSSYF110804185,CBSSYF2011185,128.6267,42.5039,2013-1-1,CBSS
CBSSYF110808186,CBSSYF2011186,128.3961,42.5347,2013-1-1,CBSS
CBSSYF110731187,CBSSYF2011187,128.5892,42.5144,2013-1-1,CBSS
CBSSYF110801188,CBSSYF2011188,128.5908,42.5047,2013-1-1,CBSS
CBSSYF110801189,CBSSYF2011189,128.5494,42.5025,2013-1-1,CBSS
CBSSYF110802190,CBSSYF2011190,128.2086,42.9378,2013-1-1,CBSS
CBSSYF110802191,CBSSYF2011191,128.2169,42.95,2013-1-1,CBSS
CBSSYF110804192,CBSSYF2011192,128.3158,42.7208,2013-1-1,CBSS
CBSSYF110804193,CBSSYF2011193,128.3178,42.7214,2013-1-1,CBSS
CBSSYF110808194,CBSSYF2011194,129.7006,42.5472,2013-1-1,CBSS
CBSSYF110808195,CBSSYF2011195,129.7131,42.5489,2013-1-1,CBSS
CBSSYF110811196,CBSSYF2011196,129.7853,42.5725,2013-1-1,CBSS
CBSSYF110808197,CBSSYF2011197,129.4528,42.6764,2013-1-1,CBSS
CBSSYF110809198,CBSSYF2011198,129.6161,42.5728,2013-1-1,CBSS
CBSSYF110811199,CBSSYF2011199,128.745,42.5022,2013-1-1,CBSS
CBSSYF110811200,CBSSYF2011200,128.7581,42.5278,2013-1-1,CBSS
CBSSYF110812201,CBSSYF2011201,128.9658,42.3442,2013-1-1,CBSS
CBSSYF110812202,CBSSYF2011202,128.9719,42.2897,2013-1-1,CBSS
CBSSYF110814203,CBSSYF2011203,129.035,42.2956,2013-1-1,CBSS
CBSSYF110818205,CBSSYF2011205,126.2271,41.9935,2013-1-1,CBSS
CBSSYF110811208,CBSSYF2011208,128.8417,42.4347,2013-1-1,CBSS
CBSSYF110812209,CBSSYF2011209,128.7908,42.3014,2013-1-1,CBSS
CBSSYF110812210,CBSSYF2011210,128.7869,42.2667,2013-1-1,CBSS
CBSSYF110812211,CBSSYF2011211,128.7892,42.2753,2013-1-1,CBSS
CBSSYF110813212,CBSSYF2011212,128.8028,42.4111,2013-1-1,CBSS
CBSSYF110817215,CBSSYF2011215,126.0544,41.3131,2013-1-1,CBSS
CBSSYF110817216,CBSSYF2011216,126.0558,41.3153,2013-1-1,CBSS
CBSSYF110818218,CBSSYF2011218,125.9042,41.1222,2013-1-1,CBSS
CBSSYF110819219,CBSSYF2011219,125.9986,41.0028,2013-1-1,CBSS
CBSSYF110819220,CBSSYF2011220,126.0631,41.0458,2013-1-1,CBSS
CBSSYF110820221,CBSSYF2011221,126.2839,41.2703,2013-1-1,CBSS
CBSSYF110820222,CBSSYF2011222,126.2986,41.2797,2013-1-1,CBSS
CBSSYF110821223,CBSSYF2011223,126.2203,41.1689,2013-1-1,CBSS
CBSSYF110821224,CBSSYF2011224,126.2208,41.1692,2013-1-1,CBSS
CBSSYF110821225,CBSSYF2011225,126.2031,41.2008,2013-1-1,CBSS
CBSSYF110818227,CBSSYF2011227,126.2261,41.9944,2013-1-1,CBSS
CBSSYF110818228,CBSSYF2011228,126.0558,42.0919,2013-1-1,CBSS
CBSSYF110819229,CBSSYF2011229,126.0147,42.0694,2013-1-1,CBSS
CBSSYF110820230,CBSSYF2011230,126.6192,42.1453,2013-1-1,CBSS
CBSSYF110820231,CBSSYF2011231,126.6458,42.1656,2013-1-1,CBSS
CBSSYF110820232,CBSSYF2011232,126.5778,42.0931,2013-1-1,CBSS
CBSSYF110821233,CBSSYF2011233,126.0967,42.1147,2013-1-1,CBSS
CBSSYF110821234,CBSSYF2011234,126.1089,42.1194,2013-1-1,CBSS
CBSSYF110822235,CBSSYF2011235,126.2256,42.0036,2013-1-1,CBSS
DXALYF100713001,DXALYF2010001,124.6578,49.7486,2013-1-1,DXAL
DXALYF100713002,DXALYF2010002,124.5507,49.7894,2013-1-1,DXAL
DXALYF100713003,DXALYF2010003,124.3535,49.9203,2013-1-1,DXAL
DXALYF100715004,DXALYF2010004,124.5941,49.0845,2013-1-1,DXAL
DXALYF100715005,DXALYF2010005,124.5394,49.0647,2013-1-1,DXAL
DXALYF100715006,DXALYF2010006,124.5482,49.0499,2013-1-1,DXAL
DXALYF100715007,DXALYF2010007,124.7037,49.4919,2013-1-1,DXAL
DXALYF100716010,DXALYF2010010,124.8514,50.092,2013-1-1,DXAL
DXALYF100716012,DXALYF2010012,124.8642,50.0823,2013-1-1,DXAL
DXALYF100716013,DXALYF2010013,124.8756,50.0825,2013-1-1,DXAL
DXALYF100717014,DXALYF2010014,124.1057,49.6101,2013-1-1,DXAL
DXALYF100717015,DXALYF2010015,124.1074,49.6015,2013-1-1,DXAL
DXALYF100717016,DXALYF2010016,124.1129,49.5908,2013-1-1,DXAL
DXALYF100717017,DXALYF2010017,124.1231,49.5886,2013-1-1,DXAL
DXALYF100718018,DXALYF2010018,124.3827,50.0344,2013-1-1,DXAL
DXALYF100718019,DXALYF2010019,124.2837,50.1129,2013-1-1,DXAL
DXALYF100718021,DXALYF2010021,124.2392,50.2542,2013-1-1,DXAL
DXALYF100719022,DXALYF2010022,124.1231,50.2984,2013-1-1,DXAL
DXALYF100719023,DXALYF2010023,124.0985,50.3976,2013-1-1,DXAL
DXALYF100719024,DXALYF2010024,124.0816,50.3981,2013-1-1,DXAL
DXALYF100719025,DXALYF2010025,124.2296,50.3083,2013-1-1,DXAL
DXALYF100719026,DXALYF2010026,124.2322,50.3513,2013-1-1,DXAL
DXALYF100720027,DXALYF2010027,125.3544,50.5569,2013-1-1,DXAL
DXALYF100720028,DXALYF2010028,125.3089,50.5548,2013-1-1,DXAL
DXALYF100720029,DXALYF2010029,125.2855,50.5477,2013-1-1,DXAL
DXALYF100720030,DXALYF2010030,125.1304,50.5083,2013-1-1,DXAL
DXALYF100721031,DXALYF2010031,124.0901,50.8224,2013-1-1,DXAL
DXALYF100722033,DXALYF2010033,124.7223,50.9002,2013-1-1,DXAL
DXALYF100722034,DXALYF2010034,124.6959,50.8942,2013-1-1,DXAL
DXALYF100722035,DXALYF2010035,124.6652,50.9051,2013-1-1,DXAL
DXALYF100722036,DXALYF2010036,124.6397,50.9174,2013-1-1,DXAL
DXALYF100722037,DXALYF2010037,124.4628,50.9063,2013-1-1,DXAL
DXALYF100723038,DXALYF2010038,124.1642,50.7747,2013-1-1,DXAL
DXALYF100723039,DXALYF2010039,124.1968,50.775,2013-1-1,DXAL
DXALYF100723040,DXALYF2010040,124.2184,50.7704,2013-1-1,DXAL
DXALYF100724041,DXALYF2010041,123.5303,51.6196,2013-1-1,DXAL
DXALYF100724042,DXALYF2010042,125.5395,51.6189,2013-1-1,DXAL
DXALYF100724043,DXALYF2010043,123.5415,51.6179,2013-1-1,DXAL
DXALYF100724044,DXALYF2010044,123.5415,51.6179,2013-1-1,DXAL
DXALYF100724045,DXALYF2010045,123.5496,51.6196,2013-1-1,DXAL
DXALYF100725046,DXALYF2010046,123.5217,52.0658,2013-1-1,DXAL
DXALYF100725047,DXALYF2010047,123.5217,52.0659,2013-1-1,DXAL
DXALYF100726048,DXALYF2010048,123.586,51.8102,2013-1-1,DXAL
DXALYF100726049,DXALYF2010049,123.5864,51.8099,2013-1-1,DXAL
DXALYF100726050,DXALYF2010050,123.8397,51.6148,2013-1-1,DXAL
DXALYF100726051,DXALYF2010051,124.1955,51.6199,2013-1-1,DXAL
DXALYF100727052,DXALYF2010052,124.1829,51.4236,2013-1-1,DXAL
DXALYF100727053,DXALYF2010053,124.2306,51.4303,2013-1-1,DXAL
DXALYF100727054,DXALYF2010054,124.2807,51.471,2013-1-1,DXAL
DXALYF100727055,DXALYF2010055,124.3237,51.491,2013-1-1,DXAL
DXALYF100728065,DXALYF2010065,125.0558,51.7015,2013-1-1,DXAL
DXALYF100728066,DXALYF2010066,125.0538,51.6957,2013-1-1,DXAL
DXALYF100728067,DXALYF2010067,124.9211,51.7162,2013-1-1,DXAL
DXALYF100728101,DXALYF2010101,124.8974,51.2229,2013-1-1,DXAL
DXALYF100728102,DXALYF2010102,124.8431,51.1992,2013-1-1,DXAL
DXALYF100728103,DXALYF2010103,124.6704,51.1865,2013-1-1,DXAL
DXALYF100729104,DXALYF2010104,124.4126,51.8194,2013-1-1,DXAL
DXALYF100729105,DXALYF2010105,124.4399,51.8164,2013-1-1,DXAL
DXALYF100729106,DXALYF2010106,124.4565,51.8156,2013-1-1,DXAL
DXALYF100730107,DXALYF2010107,124.9529,52.7373,2013-1-1,DXAL
DXALYF100731108,DXALYF2010108,125.4855,52.3351,2013-1-1,DXAL
DXALYF100731109,DXALYF2010109,125.5147,52.3388,2013-1-1,DXAL
DXALYF100731110,DXALYF2010110,125.4991,52.333,2013-1-1,DXAL
DXALYF100731111,DXALYF2010111,125.4772,52.3483,2013-1-1,DXAL
DXALYF100801112,DXALYF2010112,124.6415,52.4626,2013-1-1,DXAL
DXALYF100801113,DXALYF2010113,124.674,52.4502,2013-1-1,DXAL
DXALYF100801114,DXALYF2010114,124.6671,52.4362,2013-1-1,DXAL
DXALYF100801115,DXALYF2010115,124.6614,52.4297,2013-1-1,DXAL
DXALYF100801116,DXALYF2010116,124.6691,52.4024,2013-1-1,DXAL
DXALYF100802117,DXALYF2010117,125.3111,52.7433,2013-1-1,DXAL
DXALYF100802118,DXALYF2010118,125.368,52.7396,2013-1-1,DXAL
DXALYF100802119,DXALYF2010119,125.3374,52.7255,2013-1-1,DXAL
DXALYF100802120,DXALYF2010120,125.2533,52.7172,2013-1-1,DXAL
DXALYF100802121,DXALYF2010121,125.2953,52.6728,2013-1-1,DXAL
DXALYF100803122,DXALYF2010122,126.0035,52.2566,2013-1-1,DXAL
DXALYF100803123,DXALYF2010123,126.0181,52.2148,2013-1-1,DXAL
DXALYF100803124,DXALYF2010124,123.0572,52.0952,2013-1-1,DXAL
DXALYF100803125,DXALYF2010125,126.1815,52.0288,2013-1-1,DXAL
DXALYF100804126,DXALYF2010126,126.5956,51.5167,2013-1-1,DXAL
DXALYF100805127,DXALYF2010127,126.6138,51.4872,2013-1-1,DXAL
DXALYF100805128,DXALYF2010128,126.612,51.4902,2013-1-1,DXAL
DXALYF100805129,DXALYF2010129,126.599,51.5037,2013-1-1,DXAL
DXALYF100805130,DXALYF2010130,126.5914,51.5349,2013-1-1,DXAL
DXALYF100805131,DXALYF2010131,126.5946,51.5481,2013-1-1,DXAL
DXALYF100805132,DXALYF2010132,126.5749,51.5636,2013-1-1,DXAL
DXALYF100806133,DXALYF2010133,126.2969,51.8152,2013-1-1,DXAL
DXALYF100806134,DXALYF2010134,126.3032,51.8169,2013-1-1,DXAL
DXALYF100806135,DXALYF2010135,126.3193,51.8246,2013-1-1,DXAL
DXALYF100806136,DXALYF2010136,126.3337,51.8297,2013-1-1,DXAL
DXALYF100807138,DXALYF2010138,127.0742,50.9224,2013-1-1,DXAL
DXALYF100807140,DXALYF2010140,126.9902,51.0094,2013-1-1,DXAL
DXALYF100807143,DXALYF2010143,126.7663,51.2167,2013-1-1,DXAL
DXALYF100809145,DXALYF2010145,125.9132,51.2258,2013-1-1,DXAL
DXALYF100809146,DXALYF2010146,125.9799,52.1596,2013-1-1,DXAL
DXALYF100811148,DXALYF2010148,123.3176,52.6051,2013-1-1,DXAL
DXALYF100811149,DXALYF2010149,123.1735,52.6315,2013-1-1,DXAL
DXALYF100811150,DXALYF2010150,123.1696,52.6349,2013-1-1,DXAL
DXALYF100811151,DXALYF2010151,123.1638,52.6728,2013-1-1,DXAL
DXALYF100812152,DXALYF2010152,123.7221,52.5104,2013-1-1,DXAL
DXALYF100812153,DXALYF2010153,123.718,52.4977,2013-1-1,DXAL
DXALYF100812154,DXALYF2010154,123.7227,52.5129,2013-1-1,DXAL
DXALYF100812155,DXALYF2010155,123.7293,52.5197,2013-1-1,DXAL
DXALYF100812156,DXALYF2010156,123.7351,52.5306,2013-1-1,DXAL
DXALYF100813157,DXALYF2010157,124.689,52.9799,2013-1-1,DXAL
DXALYF100813158,DXALYF2010158,124.6796,52.9751,2013-1-1,DXAL
DXALYF100813159,DXALYF2010159,124.6602,52.9772,2013-1-1,DXAL
DXALYF100813160,DXALYF2010160,124.6314,52.9795,2013-1-1,DXAL
DXALYF100813161,DXALYF2010161,124.6229,52.9679,2013-1-1,DXAL
DXALYF100814162,DXALYF2010162,123.4947,52.9776,2013-1-1,DXAL
DXALYF100814163,DXALYF2010163,123.4947,52.9776,2013-1-1,DXAL
DXALYF100815164,DXALYF2010164,123.3987,52.9157,2013-1-1,DXAL
DXALYF100815165,DXALYF2010165,123.398,52.9118,2013-1-1,DXAL
DXALYF100815166,DXALYF2010166,123.4009,52.9065,2013-1-1,DXAL
DXALYF100815167,DXALYF2010167,123.4003,52.9022,2013-1-1,DXAL
DXALYF100815168,DXALYF2010168,123.3909,52.8944,2013-1-1,DXAL
DXALYF100816169,DXALYF2010169,122.2216,53.2906,2013-1-1,DXAL
DXALYF100816170,DXALYF2010170,122.2131,53.283,2013-1-1,DXAL
DXALYF100816171,DXALYF2010171,122.2478,53.2478,2013-1-1,DXAL
DXALYF100816172,DXALYF2010172,122.2429,53.2285,2013-1-1,DXAL
DXALYF100817173,DXALYF2010173,122.24,53.21,2013-1-1,DXAL
DXALYF100817174,DXALYF2010174,123.0071,53.119,2013-1-1,DXAL
DXALYF100817175,DXALYF2010175,123.0072,53.119,2013-1-1,DXAL
DXALYF100817176,DXALYF2010176,123.0067,53.0846,2013-1-1,DXAL
DXALYF100817177,DXALYF2010177,123.0271,53.0624,2013-1-1,DXAL
DXALYF100817178,DXALYF2010178,123.0292,53.0591,2013-1-1,DXAL
DXALYF100818179,DXALYF2010179,121.7759,53.2641,2013-1-1,DXAL
